NOM;DCI1
NOMYC;FLUCONAZOLE
CLORACEF;CEFACLOR
KALEST;OMEPRAZOLE
KALEST;OMEPRAZOLE
KOGENATE 1000 UI;OCTOCOG ALPHA (FVIII RECOMBINANT)
NEOMOX;AMOXICILLINE
MINIRIN SPRAY;DESMOPRESSINE
BACTRIM FORT;SULFAMETHOXAZOLE / TRIMETHOPRIME
CLIMASTON;ESTRADIOL / DYDROGESTERONE
STEDIRIL;NORGESTREL / ETHINYLESTRADIOL
SOCLAV ENFANT;AMOXICILLINE / ACIDE CLAVULANIQUE
MONONITRIL;ISOSORBIDE MONONITRATE
KEPPRA 500 MG;LEVETIRACETAM
TRIACEPHINE PHARMA5 I.M;CEFTRIAXONE
VOTRIENT 200 MG;PAZOPANIB
NURABOL;CYPROHEPTADINE
ACIDE GLUCOSE SLF264;CONCENTRE POUR HEMODIALYSE
MADECASSOL;CENTELLA ASIATICA
AMCARD;AMLODIPINE
XYTENOL;ATENOLOL
ELVORINE;FOLINATE DE CALCIUM
METHYLPREDNISOLONE MYLAN;METHYLPREDNISOLONE
D-BLASTIN;DAUNORUBICINE
DOPEZIL RANBAXY;DONEPEZIL
VIRAFERON PEG;INTERFERON ALFA-2B PEGYLE
BRONCHATHIOL ADULTE;CARBOCYSTEINE
KEPPRA;LEVETIRACETAM
ORACEFAL;CEFADROXIL
DENORAL ADULTE;BUZEPIDE / CLOCINIZINE
DENORAL ADULTE;BUZEPIDE / CLOCINIZINE
CO-TRIM;SULFAMETHOXAZOLE / TRIMETHOPRIME
ZORAC;TAZAROTENE
DIAMOX;ACETAZOLAMIDE
NEOCORT;NEOMYCINE / HYDROCORTISONE
MALTOFER;FER
NEKAR;KETOTIFENE
HEXOMEDINE TRANSCUTANEE;HEXAMIDINE
ROUVAX;VACCIN ANTIROUGEOLEUX
MENOPUR;MENOTROPINE
ZOTROL;ATENOLOL
GLIPHARM;GLIBENCLAMIDE
GLIPHARM;GLIBENCLAMIDE
HICONCIL;AMOXICILLINE
HOMEOPLASMINE;SOUCHE HOMEOPATHIQUE
DOGMATIL;SULPIRIDE
LIOTON;HEPARINE SODIQUE
CILENTRA 10 MG;ESCITALOPRAM
EUCARBON;CHARBON VEGETAL
EUCARBON;CHARBON VEGETAL
ARES;CIPROFLOXACINE
SEPTANEST ADRENLINEE;ARTICAINE
CHLORURE DE SODIUM LAPROPHAN;CHLORURE DE SODIUM
ANXIOL;BROMAZEPAM
ETOPOSIDE;ETOPOSIDE
FOSTIMON 75 UI/ML;UROFOLLITROPINE
NOFLOXINE;NORFLOXACINE
DIF-TET-ALL VACCIN;VACCIN D.T
PRAZOL;OMEPRAZOLE
MUCOCIL ENF;CARBOCYSTEINE
SURMONTIL;TRIMIPRAMINE
SURMONTIL;TRIMIPRAMINE
DIMAZOL;CARBIMAZOLE
DIMAZOL;CARBIMAZOLE
MODOPAR;LEVODOPA / BENSERAZIDE
POTASSIUM CHLORURE;CHLORURE DE POTASSIUM
OFTALAR;PRANOPROFENE
OFTALAR;PRANOPROFENE
ROCMALINE;ARGININE / ACIDE MALIQUE
FLIXONASE;FLUTICASONE
TIAGAM;ACIDE TIAPROFENIQUE
TIAGAM;ACIDE TIAPROFENIQUE
MORPHINE;MORPHINE
ETOPOSIDE COOPER;ETOPOSIDE
ETOPOSIDE COOPER;ETOPOSIDE
GLUCOVANCE;METFORMINE / GLIBENCLAMIDE
TRIAXON;CEFTRIAXONE
TRIAXON;CEFTRIAXONE
ESAC 40 MG;ESOMEPRAZOLE
ESAC 40 MG;ESOMEPRAZOLE
ALER Z;CETIRIZINE
SPASMOPLUS;PROPYPHENAZONE / CODEINE
FENAC PROMOPHARM;DICLOFENAC
COLOPATHIL;ATTAPULGITE DE MORMOIRON ACTIVEE
DIPROLENE 0.05%;BETAMETHASONE
MICROPHYLLINE;THEOPHYLLINE
ALLERGO-COMOD;CROMOGLYCATE DE SODIUM
CAVERJECT;ALPROSTADIL
METOSPIR;SPIRAMYCINE / METRONIDAZOLE
CORTIVENT;BECLOMETASONE
CORTIVENT;BECLOMETASONE
PARAPLATINE;CARBOPLATINE
DIUREX;XIPAMIDE
PARANTAL;PARACETAMOL
PARANTAL;PARACETAMOL
MAZAX 200 MG;AZITHROMYCINE
MEXINE 500 MG;CIPROFLOXACINE
LACRIFLUIDE 0,13 POUR CENT;CARBOMERE 980
LACRIFLUIDE 0,13 POUR CENT;CARBOMERE 980
BICARBONATE DE SODIUM LAPROPHAN;BICARBONATE DE SODIUM
MAXAIR;PIRBUTEROL
MAXAIR;PIRBUTEROL
LIPIODOL;ESTERS ETHYLIQUES D'ACIDES GRAS IODES DE L'HUILE D'OEILLETTE
GABAMOX;GABAPENTINE
TOTAPEN;AMPICILLINE
BICALUTAMIDE GT 150 MG;BICALUTAMIDE
BICALUTAMIDE GT 150 MG;BICALUTAMIDE
BRONCHOCIST ENFANTS;CARBOCYSTEINE
BETNEVAL;BETAMETHASONE
DI-INDO 50 MG;INDOMETACINE
CICLOVIRAL;ACICLOVIR
CICLOVIRAL;ACICLOVIR
UNIZITRO;AZITHROMYCINE
UNIZITRO;AZITHROMYCINE
TARMED;COAL TAR
BETAFERON 250  G/ML;INTERFERON BETA-1B RECOMBINANT
BETAFERON 250  G/ML;INTERFERON BETA-1B RECOMBINANT
VACCIN RABIQUE HDCV;VACCIN ANTIRABIQUE
CANAFLUCAN;FLUCONAZOLE
CANAFLUCAN;FLUCONAZOLE
CORANGIN;ISOSORBIDE MONONITRATE
TOPAAL;ACIDE ALGINIQUE / ALUMINIUM HYDROXYDE
HEXOMEDINE;HEXAMIDINE
BAITANET G;POLYVIDONE IODEE
HELICOCIN;AMOXICILLINE / METRONIDAZOLE
FLUMAX 8000 UI ANTI-XA/0.8ML;ENOXAPARINE
SOCLAV ENFANT;AMOXICILLINE / ACIDE CLAVULANIQUE
SOCLAV ENFANT;AMOXICILLINE / ACIDE CLAVULANIQUE
TETRALYSAL 300MG;LYMECYCLINE
SOLICAM;PIROXICAM
FOSAMAX;ALENDRONATE
ACIDAC;RANITIDINE
ANTARENE;IBUPROFENE
LACRYPOS;CHRONDROITINE
OPTICILLINE;AMPICILLINE
DIAPHARM;DIAZEPAM
MEDIZAPIN;OLANZAPINE
CARBOPLATINE MYLAN;CARBOPLATINE
ANTAGON H2;CIMETIDINE
FUNGILYSE;ECONAZOLE
UFT;TEGAFUR / URACILE
OXONE 500 MG/5ML IM;CEFTRIAXONE
RINGER LACTATE LAPROPHAN;CHLORURE DE SODIUM / CHLORURE DE POTASSIUM
APIDRA SOLOSTAR;INSULINE HUMAINE
APIDRA SOLOSTAR;INSULINE HUMAINE
APROVEL;IRBESARTAN
INNOHEP 2500 UI ANTI-XA/0,25 ML;TINZAPARINE
THIOBACTIN;THIAMPHENICOL
THIOBACTIN;THIAMPHENICOL
OKA-PACLITAXEL;PACLITAXEL
BETADINE SCRUB;POVIDONE IODEE
TIAFLAM 100MG;ACIDE TIAPROFENIQUE
ULCEMAT;CIMETIDINE
COZAAR;LOSARTAN
STAPHYPEN;FLUCLOXACILLINE
ESAC 20 MG;ESOMEPRAZOLE
ESAC 20 MG;ESOMEPRAZOLE
THIOPENTAL;THIOPENTAL
AVANDAMET;ROSIGLITAZONE / METFORMINE
AVANDAMET;ROSIGLITAZONE / METFORMINE
DERMOFIX;SERTACONAZOLE
MERCILON;DESOGESTREL / ETHINYLESTRADIOL
NORADRENALINE AGUETTANT 8MG/4ML;NORADRENALINE
ELEBLOC;CARTEOLOL
ELEBLOC;CARTEOLOL
TRISEQUENS;ESTRADIOL / NORETHISTERONE
CLAMOXYL;AMOXICILLINE
NURODOL 400 MG;IBUPROFENE
JOSACINE;JOSAMYCINE
CISPLATINE COOPER;CISPLATINE
NIDAZOL;METRONIDAZOLE
HUMEX EXPECTORANT ADULTES;CARBOCYSTEINE
NURODOL;IBUPROFENE
NURODOL;IBUPROFENE
NETROMICINE;NETILMICINE
OLIGO-ELEMENTS;MULTIPLE
OLIGO-ELEMENTS;MULTIPLE
FORTUM;CEFTAZIDIME
IOPIDINE;APRACLONIDINE
IOPIDINE;APRACLONIDINE
PHARMATEX;BENZALKONIUM
PLASMION;GELATINE FLUIDE MODIFIEE
OXONE 1G/10ML IV;CEFTRIAXONE
CALMIXENE;PIMETIXENE
NEOFORTAN;PHLOROGLUCINOL
CUSIMOLOL;TIMOLOL
CUSIMOLOL;TIMOLOL
MYANTALGIC;TRAMADOL / PARACETAMOL
MYANTALGIC;TRAMADOL / PARACETAMOL
HELMINTOX;PYRANTEL
TROPHIRES COMPOSE NOURRISSONS;HUILE ESSENTIELLE DEUCALYPTUS / PARACETAMOL
METHOTREXATE BELLON (H);METHOTREXATE
REBETOL;RIBAVIRINE
TRAMADOL NORMON 50 MG;TRAMADOL
AMUCHIN5% (AMUGYN);CHLOROXYDANT / ELECTROLYTIQUE
FORTZAAR;LOSARTAN / HYDROCHLOROTHIAZIDE
OKA-TAMOX;TAMOXIFENE
VITATLON 500;ACIDE ASCORBIQUE (VITAMINE C) / ASCORBATE DE SODIUM
FLAGYL;METRONIDAZOLE
FLUDARA;FLUDARABINE
FLUDARA;FLUDARABINE
RINOCLENIL 100 MCG;BECLOMETASONE
RINOCLENIL 100 MCG;BECLOMETASONE
QUINOLOX MONOPRISE;OFLOXACINE
THIOBACTIN;THIAMPHENICOL
STIMOL;CITRULINE MALEATE
PIMLO 10 MG;AMLODIPINE
VANCOMYCINE MYLAN;VANCOMYCINE
CANAFLUCAN;FLUCONAZOLE
CANAFLUCAN;FLUCONAZOLE
BRONCOTEC;FORMOTEROL
ETOPOPHOS;ETOPOSIDE
VERMOGAL;BROMURE DE BENZODODECINIUM / BUTOXYDE DE PIPERONYLE
DIAMICRON LM;GLICLAZIDE
TRIMAREL;TRIMETAZIDINE
DOLIPRANE;PARACETAMOL
ACLAV;AMOXICILLINE / ACIDE CLAVULANIQUE
ACLAV;AMOXICILLINE / ACIDE CLAVULANIQUE
TOTIFEN;KETOTIFENE
AUGMENTIN;AMOXICILLINE / ACIDE CLAVULANIQUE
GENTALLINE;GENTAMICINE
CYTEAL;CHLORHEXIDINE / HEXAMIDINE / CHLOROCRESOL
TRIAXON 500 MG I.M.;CEFTRIAXONE
HEXABRIX;IOXAGLATE DE SODIUM ET DE MEGLUMINE
ACTIVAROL C 500;HEMATOPORPHYRINE / ACIDE ASCORBIQUE (VITAMINE C)
NAPROXENE PHARMA FORT;NAPROXENE
EURONAC 5 POUR CENT;N-ACETYLCYSTEINE
EURONAC 5 POUR CENT;N-ACETYLCYSTEINE
STAPHYPEN;FLUCLOXACILLINE
VIRAFERON PEG;INTERFERON ALFA-2B PEGYLE
DIDRONEL;ETIDRONATE
TEMESTA;LORAZEPAM
SURMONTIL;TRIMIPRAMINE
SURMONTIL;TRIMIPRAMINE
SUPRADYNE PRONATAL;MULTIVITAMINES ET MINERAUX
SUPRADYNE PRONATAL;MULTIVITAMINES ET MINERAUX
DEFLAZACORTE GT 30 MG;DEFLAZACORT
ADIZEM;DILTIAZEM
QUINOLOX MONOPRISE;OFLOXACINE
AMOXIL;AMOXICILLINE
FRAGMIN;DALTEPARINE
LAEVOLAC;LACTULOSE
ZANOCIN OD 400 MG;OFLOXACINE
ASPEGIC;ACIDE ACETYLSALICYLIQUE
DOXORUBICINE COOPER;DOXORUBICINE
DIAPHARM;DIAZEPAM
DICLO PHARMA 5;DICLOFENAC
ROVAMYCINE;SPIRAMYCINE
ZYPREXA;OLANZAPINE
RISPERDAL ORO 0.5MG;RISPERIDONE
NEOFORTAN;PHLOROGLUCINOL
TARDYFERON B9;ACIDE FOLIQUE / FER
SOPHTAL;ACIDE SALICYLIQUE / GLUCONATE DE CHLORHEXIDINE
OPTICILLINE;AMPICILLINE
FUNGILYSE;ECONAZOLE
OLOXINE;OFLOXACINE
OLOXINE;OFLOXACINE
DEPAKINE;VALPROATE DE SODIUM
SANDOSTATINE *;OCTREOTIDE
MEDIBRONC ENFANT;CARBOCYSTEINE
TARCEVA 150 MG;ERLOTINIB
TARCEVA 150 MG;ERLOTINIB
AKINDEX SIROP ENFANT;DEXTROMETHORPHANE
GYNO-DERMOFIX;SERTACONAZOLE
CHEMOSET;ONDANSETRON
IONAX T;COAL TAR / ACIDE SALICYLIQUE
DOXORUBICINE EBEWE;DOXORUBICINE
TRANSILANE;HEMICELLULOSE DE PSYLLIUM
CAMPTO;IRINOTECAN
GAVISCON;ALGINATE DE SODIUM / BICARBONATE DE SODIUM ADULTE
REQUIP 0.5 MG;ROPINIROLE
ESTRADERM;ESTRADIOL
GEPRID;GLIMEPIRIDE
ACTONEL PLUS CALCIUM D;ACIDE RISEDRONIQUE / CALCIUM / COLECALCIFEROL (VITAMINE D3)
ACTONEL PLUS CALCIUM D;ACIDE RISEDRONIQUE / CALCIUM / COLECALCIFEROL (VITAMINE D3)
MADECASSOL;CENTELLA ASIATICA
DUPHALAC;LACTULOSE
TILDIEM;DILTIAZEM
TILDIEM;DILTIAZEM
PHARMATEX;BENZALKONIUM
AMEP 10;AMLODIPINE
MIFLASONE;BECLOMETASONE
BIODROXIL;CEFADROXIL
ALPRAZ;ALPRAZOLAM
DRILL EXPECT. S. S.;CARBOCYSTEINE
ATARAX;HYDROXYZINE
BRONCHOFLUIDE;CARBOCYSTEINE
FENTANYL JANSSEN 500  G/10ML;FENTANYL
INFERON;INTERFERON ALFA-2A
STRATTERA 60 MG;ATOMOXETINE
D-RUBICIN-50;DOXORUBICINE
MINALFENE;ALMINOPROFENE
LESCOL LP;FLUVASTATINE
PERVITAL;CYPROHEPTADINE / VITAMINES
DONZEP 5 MG;DONEPEZIL
TIAFLAM 200MG;ACIDE TIAPROFENIQUE
CLAVULIN;AMOXICILLINE / ACIDE CLAVULANIQUE
ADEPAL;LEVONORGESTREL / ETHINYLESTRADIOL
CLEREGIL ENF;ACEGLUMATE DE DEANOL
LEDERFOLINE;FOLINATE DE CALCIUM
GLIMEWIN;GLIMEPIRIDE
GLIMEWIN;GLIMEPIRIDE
LACRYVISC;CARBOMERE 974 P
CILOXAN;CIPROFLOXACINE
TRIATEC PROTECT;RAMIPRIL
PEDOVEX 75 MG;CLOPIDOGREL
ARCOXIA;ETORICOXIB
GEPRID;GLIMEPIRIDE
AUGMENTIN;AMOXICILLINE / ACIDE CLAVULANIQUE
CLADIA;CLARITHROMYCINE
AMLOR PLUS 5MG/10MG;AMLODIPINE / ATORVASTATINE
AVANDAMET;ROSIGLITAZONE / METFORMINE
AVANDAMET;ROSIGLITAZONE / METFORMINE
UMULINE RAPIDE;INSULINE HUMAINE
KETALGIC LP 100 MG;KETOPROFENE
KETALGIC LP 100 MG;KETOPROFENE
PERIDYS;DOMPERIDONE
ALGIK;PARACETAMOL / CAFEINE
NEUTRAL;HYDROXYDE D'ALUMINIUM / HYDROXYDE DE MAGNESIUM
HUMALOG KWIK PEN MIX 25;INSULINE HUMAINE
MEGAFLOX;CIPROFLOXACINE
HYPRIL;ENALAPRIL / HYDROCHLOROTHIAZIDE
CEKACORT;PREDNISONE / ACIDE ASCORBIQUE (VITAMINE C) / CHLORURE DE POTASSIUM
MEZOR 40 MG;ESOMEPRAZOLE
APURONE;FLUMEQUINE
OKA-VINCRISTINE;VINCRISTINE
CEFAPEROS;CEFATRIZINE
CONTRACIDE;ALUMINIUM HYDROXYDE / DIMETICONE
MYCOPHARM;NYSTATINE
COLPOTROPHINE;PROMESTRIENE
ROXID;NIFUROXAZIDE
IDOL 100 MG;INDOMETACINE
SUFENTA 10 G /2ML;SUFENTANIL
CLOMID;CLOMIFENE
CLOMID;CLOMIFENE
CLARITYNE;LORATADINE
FRAXODI;NADROPARINE
FLUCONAZOLE GT 150 MG;FLUCONAZOLE
PEVARYL;ECONAZOLE
LAROXYL;AMITRIPTYLINE
LAROXYL;AMITRIPTYLINE
TRILEPTAL;OXCARBAZEPINE
NOVONORM;REPAGLINIDE
RINOMICINE;PARACETAMOL / CHLORPHENAMINE
SOLU MEDROL;METHYLPREDNISOLONE
LEVOTHYROX;LEVOTHYROXINE SODIQUE
DICLO PHARMA 5;DICLOFENAC
ODIA;GLIMEPIRIDE
ODIA;GLIMEPIRIDE
VOXCIB 200 MG;CELECOXIB
FLUZAIR;FLUTICASONE
DUOFILM;ACIDE SALICYLIQUE / ACIDE LACTIQUE
TWINRIX (ADULTE);VACCIN ANTI-HEPATITE A ET B
EPIRUBICINE MYLAN 2 MG/ML;EPIRUBICINE
DRILL EXPECT. AD.;CARBOCYSTEINE
TRANXILIUM;CLORAZEPATE
PIZEDA;PYRAZINAMIDE
ANGI -SPRAY;HEXETIDINE / ACIDE PROPIONIQUE
DIVARIUS 20 MG;PAROXETINE
DIVARIUS 20 MG;PAROXETINE
PAXIL CR 12.5 MG;PAROXETINE
PAXIL CR 12.5 MG;PAROXETINE
ULCEMID;CIMETIDINE
TORVA;ATORVASTATINE
ROMAC;ROXITHROMYCINE
TRAMIUM150MG;TRAMADOL
TRAMIUM150MG;TRAMADOL
PACLITAXEL MYLAN PHARMA 100 MG/16.7 ML;PACLITAXEL
VAXIGRIP;VACCIN ANTIGRIPPAL
EOSINE PHARMA;EOSINE
ECLARAN;PEROXYDE DE BENZOYLE
CHIBRO-CADRON;NEOMYCINE / DEXAMETHASONE
CHIBRO-CADRON;NEOMYCINE / DEXAMETHASONE
NASONEX;MOMETASONE
DEXAMETHASONE MYLAN;DEXAMETHASONE
ULCEMAT;CIMETIDINE
TRIMOX;SULFAMETHOXAZOLE / TRIMETHOPRIME
ZYBAN;BUPROPION
OPTICRON;CROMOGLYCATE DE SODIUM
OPTICRON;CROMOGLYCATE DE SODIUM
ANTAGON H2;CIMETIDINE
AMCARD;AMLODIPINE
SPIRALIDE;SPIRAMYCINE
BAITANET D;POLYVIDONE IODEE
AXIMYCINE;AMOXICILLINE
KEPPRA;LEVETIRACETAM
KOGENATE 250 UI;OCTOCOG ALPHA (FVIII RECOMBINANT)
TRIOMUNE 40;STAVUDINE / LAMIVUDINE
ACCUPRIL;QUINAPRIL
NOCOL;SIMVASTATINE
VAGIFEM;ESTRADIOL
SUFENTA;SUFENTANIL
IPERTEN;MANIDIPINE
IPERTEN;MANIDIPINE
ANDRIOL GM;TESTOSTERONE
FLOXAPEN;FLUCLOXACILLINE
CURAM;AMOXICILLINE / ACIDE CLAVULANIQUE
TRACRIUM;ATRACURIUM
CARDIX;CARVEDILOL
LYSANXIA;PRAZEPAM
TOTHEMA;FER / MANGANESE
CRONODINE LP 120 MG;DILTIAZEM
IPP;OMEPRAZOLE
STARMOX;AMOXICILLINE
STREPTOCID;AMOXICILLINE
BACTOX;AMOXICILLINE
PREPACOL L (H);BISACODYL / PHOSPHATE DISODIQUE / PHOSPHATE MONOSODIQUE
PLAVIX 300 MG;CLOPIDOGREL
PLAVIX 300 MG;CLOPIDOGREL
PLAVIX 300 MG;CLOPIDOGREL
CARBOPLATINE AGUETTANT 450 MG;CARBOPLATINE
VOGALENE;METOPIMAZINE
LOCABIOTAL;FUSAFUNGINE
ADRENALINE 0,25 MG;EPINEPHRINE
NEO-CODION ENFANTS;CODEINE
KETALGIC LP 200 MG;KETOPROFENE
KETALGIC LP 200 MG;KETOPROFENE
LOMET;LANSOPRAZOLE
HEXABRIX;IOXAGLATE DE SODIUM ET DE MEGLUMINE
ADRENALINE 0,25 MG;EPINEPHRINE
VIVALAN LP;VILOXAZINE
FLIXOTIDE;FLUTICASONE
EMOFORM;FORMALDEHYDE / CHLORURE DE SODIUM
AVODART;DUTASTERIDE
AVODART;DUTASTERIDE
VIRAFERON PEG;INTERFERON ALFA-2B PEGYLE
BARALGIN M;METAMIZOLE
DIAMICRON;GLICLAZIDE
CEFAPEROS;CEFATRIZINE
TRIBUTINE;TRIMEBUTINE
TOPREC;KETOPROFENE
TOPREC;KETOPROFENE
FLOTEC;FLUTICASONE
FONGICAN;FLUCONAZOLE
CUSIVIRAL;ACICLOVIR
GENTAMICIN-POS;GENTAMICINE
CONTALAX;BISACODYL
ZOLAM;LANSOPRAZOLE
SOCLAV;AMOXICILLINE / ACIDE CLAVULANIQUE
SOCLAV;AMOXICILLINE / ACIDE CLAVULANIQUE
OFTALMOTRIM;POLYMYXINE B / TRIMETHOPRIME
MUXOL;AMBROXOL
PROFLOX;CIPROFLOXACINE
INTETRIX;TILIQUINOL / TILBROQUINOL
STARPEN;PHENOXYMETHYLPENICILLINE BENZATHINE
PLAVIX 300 MG;CLOPIDOGREL
OXYBUT;OXYBUTININE
CINET;DOMPERIDONE
METHYLPREDNISOLONE MYLAN;METHYLPREDNISOLONE
BUDENA;BUDESONIDE
VERMOX;MEBENDAZOLE
NALOXONE MYLAN 0.4 MG/1 ML;CHLORHYDRATE DE NALOXONE ANHYDRE
NALOXONE MYLAN 0.4 MG/1 ML;CHLORHYDRATE DE NALOXONE ANHYDRE
SYNNAX;LAMOTRIGINE
SYNNAX;LAMOTRIGINE
MACROMAX 200 MG/5ML;AZITHROMYCINE
BRONCHOKOD;CARBOCYSTEINE
MICROZIDE;GLICLAZIDE
OEDES;OMEPRAZOLE
CLAMOXYL;AMOXICILLINE
DIFAL;DICLOFENAC
PRASTENOR 20MG;PRAVASTATINE
FORTZAAR;LOSARTAN / HYDROCHLOROTHIAZIDE
ROCGEL;BOEHMITE
FRAKIDEX COLLYRE;DEXAMETHASONE / FRAMYCETINE
VELITENE;ACIDE ASCORBIQUE (VITAMINE C) / ALPHATOCOFEROL
VELITENE;ACIDE ASCORBIQUE (VITAMINE C) / ALPHATOCOFEROL
HERCEPTIN;TRASTUZUMAB
GAVISCON;ALGINATE DE SODIUM / BICARBONATE DE SODIUM ADULTE
SEROHALE 250  G;SALMETEROL / FLUTICASONE
SEROHALE 250  G;SALMETEROL / FLUTICASONE
FRAXIPARINE;NADROPARINE
ARGININE VEYRON;ARGININE
CLORACEF;CEFACLOR
TOPIRAMATE GT 50 MG;TOPIRAMATE
TORVA;ATORVASTATINE
CARTEOL;CARTEOLOL
EURAX;CROTAMITON
MOSCONTIN;MORPHINE
EBETAXEL;PACLITAXEL
MAGNE B 6;MAGNESIUM / PYRIDOXINE (VITAMINE B6)
OROTREX;ISOTRETINOINE
KEFOTAX IV;CEFOTAXIME
EUMOXOL 0.3%;AMBROXOL
RANTUDIL RETARD;ACEMETACINE
NAPROXENE PHARMA FORT;NAPROXENE
ORUVAIL;KETOPROFENE
SEPTAZIDE;NIFUROXAZIDE
RINIAZIDE;RIFAMPICINE / ISONIAZIDE
DIAMICRON LM;GLICLAZIDE
MACROMAX 200 MG/5ML;AZITHROMYCINE
ELVORINE;FOLINATE DE CALCIUM
GRISEOPHARM;GRISEOFULVINE
STRATTERA 25 MG;ATOMOXETINE
TOPIRAMATE GT 50 MG;TOPIRAMATE
ALIMTA;PEMETREXED
ALIMTA;PEMETREXED
ACNO 30 MG;ISOTRETINOINE
ACNO 30 MG;ISOTRETINOINE
PIPORTIL L4;PIPOTIAZINE
PIPORTIL L4;PIPOTIAZINE
ATARAX;HYDROXYZINE
CHOLESTIN 10 MG;SIMVASTATINE
FLOXAPEN;FLUCLOXACILLINE
DURESAN;FUROSEMIDE
SUSTANON;TESTOSTERONE / TESTOSTERONE
RADIOSELECTAN URINAIRE ET VASCULAIRE;AMIDOTRIZOATE DE MEGLUMINE ET DE SODIUM
DOGMATIL;SULPIRIDE
HYPERIUM;RILMENIDINE
AMUCHIN 3;CHLOROXYDANT / ELECTROLYTIQUE
TOTAPEN;AMPICILLINE
SODIUM CHLORURE PROMOPHARM;CHLORURE DE SODIUM
EXOCINE;OFLOXACINE
TARGOCID;TEICOPLANINE
MEXINE 250 MG;CIPROFLOXACINE
ROCEPHIN IV;CEFTRIAXONE
XATRAL LP;ALFUZOSINE
GENTADEXA;DEXAMETHASONE / GENTAMICINE
GENTADEXA;DEXAMETHASONE / GENTAMICINE
METHOTREXATE MYLAN;METHOTREXATE
ACTIFED;TRIPROLIDINE / PSEUDOEPHEDRINE / PARACETAMOL
XELODA;CAPECITABINE
NATISPRAY;TRINITRINE
JEVTANA 60MG/1.5ML;CABAZITAXEL
VOLTARENE;DICLOFENAC
ZITHROMAX;AZITHROMYCINE
INFERON;INTERFERON ALFA-2A
TAHOR;ATORVASTATINE
BICALUTAMIDE GT;BICALUTAMIDE
BICALUTAMIDE GT;BICALUTAMIDE
PENAMOX;AMOXICILLINE
GASTROCYNESINE;SOUCHE HOMEOPATHIQUE
TITANOREINE;CARRAGHENATES / DIOXYDE DE TITANE
ALFATIL;CEFACLOR
VOLTARENE LP;DICLOFENAC
FLUCONAZOLE WIN 150;FLUCONAZOLE
TEGUMA;TERBINAFINE
TEGUMA;TERBINAFINE
MIACALCIC 200 UI;CALCITONINE  SYNTHETIQUE DE SAUMON
MIACALCIC 200 UI;CALCITONINE  SYNTHETIQUE DE SAUMON
MANNITOL 10% LAPROPHAN;MANNITOL
HOMEOAFTYL;SOUCHE HOMEOPATHIQUE
EM 80 ACIDE;CONCENTRE POUR HEMODIALYSE
EXFORGE 10 MG/160 MG;AMLODIPINE / VALSARTAN
EXFORGE 10 MG/160 MG;AMLODIPINE / VALSARTAN
CALCIUM SANDOZ;CALCIUM
MICROGYNON 30;LEVONORGESTREL / ETHINYLESTRADIOL
LAMICTAL;LAMOTRIGINE
OLMETEC;OLMESARTAN
VALEX 500 MG;VALACICLOVIR
VALEX 500 MG;VALACICLOVIR
SAGADREPS 20 MG AR ME ORANGE;BICLOTYMOL
STAPHYMYCINE;OXACILLINE
ZIFAR;LORATADINE
VIRAFERONPEG 100  G;INTERFERON ALFA-2B PEGYLE
MODINE;NIMODIPINE
MODINE;NIMODIPINE
FLUPEN 125 MG/5 ML;FLUCLOXACILLINE
VIRAFERON PEG;INTERFERON ALFA-2B PEGYLE
UROMITEXAN;MESNA
OXONE 500 MG/5ML IV;CEFTRIAXONE
LISASPIN;ACIDE ACETYLSALICYLIQUE
TERBINAFINE GT;TERBINAFINE
TERBINAFINE GT;TERBINAFINE
MEGASFON 80 MG;PHLOROGLUCINOL
MELADININE;METHOXSALENE
GLIVEC 400MG;IMATINIB
GLIVEC 400MG;IMATINIB
DIGERVIN 20 MG;FAMOTIDINE
MEIACT 200 MG;CEFDITOREN PIVOXIL
FLUCONAZOLE WIN 150;FLUCONAZOLE
TRITAZIDE;RAMIPRIL / HYDROCHLOROTHIAZIDE
TRITAZIDE;RAMIPRIL / HYDROCHLOROTHIAZIDE
TERIX 250 MG;TERBINAFINE
TERIX 250 MG;TERBINAFINE
CYCLO 3;EXTRAIT DE RUSCUS ACULEATUS / HESPERIDINE METHYL CHALCONE
CLARADOL;PARACETAMOL
AIRLIX;CETIRIZINE
AIRLIX;CETIRIZINE
SIMVASTATINE GT;SIMVASTATINE
SIMVASTATINE GT;SIMVASTATINE
LARGACTIL;CHLORPROMAZINE
INNOHEP 10 000 UI ANTI-XA/0,5 ML;TINZAPARINE
DISPAMOX;AMOXICILLINE
IBUMAC 100 MG/ 5 ML;IBUPROFENE
IBUMAC 100 MG/ 5 ML;IBUPROFENE
AVANDAMET;ROSIGLITAZONE / METFORMINE
AVANDAMET;ROSIGLITAZONE / METFORMINE
OLICLINOMEL N7-1000E;ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES
OLICLINOMEL N7-1000E;ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES
METHOTREXATE BIODIM;METHOTREXATE
GASTROP;CIMETIDINE
FLUPEN 250 MG/5 ML;FLUCLOXACILLINE
UROSTA;OXYBUTININE
LESCOL;FLUVASTATINE
GLUCOSE 5% LAPROPHAN;GLUCOSE
PEVAGINE;ECONAZOLE
CHEMOSET;ONDANSETRON
BIOMOX;AMOXICILLINE
TETRACYCLINE LAPROPHAN;TETRACYCLINE
