NOM;DCI1
MEDIZAPIN 7.5 MG;OLANZAPINE
MACROMAX;AZITHROMYCINE
MACROMAX;AZITHROMYCINE
BRUFEN;IBUPROFENE
CO-VALSARTAN WIN 160MG/25MG;VALSARTAN / HYDROCHLOROTHIAZIDE
SULFAM;GLICLAZIDE
ADIZEM;DILTIAZEM
EUPHON;CODEINE / ERYSIMUM
JANUMET;SITAGLIPTINE / METFORMINE
NOVOSEVEN 120 KUI *;EPTACOG ALPHA ACTIVE ( R FVII)
ACIDE EM;CONCENTRE POUR HEMODIALYSE
WARTEC;PODOPHYLLOTOXINE
MUXOL;AMBROXOL
MICROPAQUE COLON;SULFATE DE BARYUM
DIGERVIN 40 MG;FAMOTIDINE
CIPROFLOXACINE MYLAN 400 MG/200 ML;CIPROFLOXACINE
ERYTHROCINE;ERYTHROMYCINE
ELISOR;PRAVASTATINE
FLUIMUCIL;ACETYLCYSTEINE
OMEPRAL;OMEPRAZOLE
GENTAL;GENTAMICINE
ALFAPROXINE;CIPROFLOXACINE
ALFAPROXINE;CIPROFLOXACINE
MEGAMAG;ASPARTATE DE MAGNESIUM
STREPTASE 750 000 UI;STREPTOKINASE
LOCATOP;DESONIDE
SERETIDE;FLUTICASONE / SALMETEROL
NAPROSYNE;NAPROXENE
NAPROSYNE;NAPROXENE
LISASPIN;ACIDE ACETYLSALICYLIQUE
DUROGESIC;FENTANYL
SERETIDE;FLUTICASONE / SALMETEROL
ALFATIL;CEFACLOR
ALFATIL;CEFACLOR
ANTARENE 20MG/ML;IBUPROFENE
ANTARENE 20MG/ML;IBUPROFENE
FENTANYL MYLAN;FENTANYL
REVOLADE 25MG;ELTROMBOPAG
REVOLADE 25MG;ELTROMBOPAG
MICRODIOL;DESOGESTREL / ETHINYLESTRADIOL
NOVEX;ENOXAPARINE
FERO-GRAD VIT C 500;SULFATE FERREUX / ACIDE ASCORBIQUE (VITAMINE C)
CEPHYL;MULTIPLE
ROCEPHIN IM;CEFTRIAXONE
FONGICAN;FLUCONAZOLE
CAUSTINERF SANS ARSENIC;LIDOCAINE PARAFORMALDEHYDE
TRONID;METRONIDAZOLE
NEULEPTIL;PROPERICIAZINE
NEULEPTIL;PROPERICIAZINE
AZIMAX;AZITHROMYCINE
ERY 250 MG;ERYTHROMYCINE
FLUARIX;VACCIN ANTIGRIPPAL
FLOXAM;FLUCLOXACILLINE
GENTAL;GENTAMICINE
PULVO 47 NEO;CATALASE / NEOMYCINE
BUCOCINE;LYSOZYME / PAPAINE
DICLOPHARM;DICLOFENAC
CLOPIDOGREL GT 75 MG;CLOPIDOGREL
ZINOXIME 750 MG IM/IV;CEFUROXIME
ZINOXIME 750 MG IM/IV;CEFUROXIME
DOPAMINE PIERRE FABRE;DOPAMINE
ZOVIRAX;ACICLOVIR
EXJADE;DEFERASIROX
EXJADE;DEFERASIROX
PNEUMO 23;VACCIN ANTI-STREPTOCOCCUS PNEUMONIAE
PARANTAL;PARACETAMOL
NEURLEP 50 MG;SULPIRIDE
NEURLEP 50 MG;SULPIRIDE
CEFAPEROS;CEFATRIZINE
FONGICAN;FLUCONAZOLE
TAHOR;ATORVASTATINE
INHIBACE;CILAZAPRIL
CYTEAL;CHLORHEXIDINE / HEXAMIDINE / CHLOROCRESOL
NAZAIR;FLUTICASONE
METHOTREXATE MYLAN;METHOTREXATE
FERO-GRAD VIT C 500;SULFATE FERREUX / ACIDE ASCORBIQUE (VITAMINE C)
ZELITREX 500 MG;VALACICLOVIR
ACCUPRIL;QUINAPRIL
MADECASSOL;CENTELLA ASIATICA
MADECASSOL;CENTELLA ASIATICA
MILIPREL;GLIMEPIRIDE
ONDANSETRON GT 8 MG/4ML;ONDANSETRON
ANDRIOL PM;TESTOSTERONE
COVERSYL;PERINDOPRIL
LAMICTAL;LAMOTRIGINE
NEOCORT;NEOMYCINE / HYDROCORTISONE
LILLYPEN PROFIL 30;INSULINE HUMAINE
LOFAT;FENOFIBRATE
AXIMYCINE;AMOXICILLINE
RANITIL;RANITIDINE
DIPROSONE NEO;BETAMETHASONE / NEOMYCINE
NORLEVO;LEVONORGESTREL
PANADOL;PARACETAMOL
KEPPRA 250 MG;LEVETIRACETAM
MEZOR 20 MG;ESOMEPRAZOLE
ALGANTIL;IBUPROFENE
BAITANET D;POLYVIDONE IODEE
CETAMYL;PARACETAMOL
GYNO-PEVARYL LP;ECONAZOLE
BROCLAR;AMBROXOL
BROCLAR;AMBROXOL
BRONCHATHIOL ENFANT/NOURRISSON;CARBOCYSTEINE
BCG CULTURE SSI;LA TUBERCULOSE [BCG]
FLUOSEPT;ESTER BENZYLSALICYLIQUE / BIFLUORURE D'AMMONIUM
MICROPAKINE LP 1000 MG;VALPROATE DE SODIUM
MICROPAKINE LP 1000 MG;VALPROATE DE SODIUM
ARANESP 60  G;DARBEPOETIN ALFA
ARANESP 60  G;DARBEPOETIN ALFA
CLADIA;CLARITHROMYCINE
CALCIBRONAT;BROMOGALACTOGLUCONATE DE CALCIUM
FORLAX;MACROGOL 4000
KENACORT RETARD;TRIAMCINOLONE
MYK;SULCONAZOLE
CLIMENE;ESTRADIOL / CYPROTERONE
EFFICORT LIPOPHILE;HYDROCORTISONE
ENTERAL;NIFUROXAZIDE
STARMOX;AMOXICILLINE
ARIMIDEX;ANASTROZOLE
CIPROFLOXACINE WIN 250 MG;CIPROFLOXACINE
MIRENA 20 G/24H;LEVONORGESTREL
MIRENA 20 G/24H;LEVONORGESTREL
ROXAM;PIROXICAM
CHLORURE DE SODIUM LAPROPHAN;CHLORURE DE SODIUM
CALCINIB;AMLODIPINE
LAEVOLAC;LACTULOSE
CUTIVATE;FLUTICASONE
GLUCOSE 5% LAPROPHAN;GLUCOSE
ELVORINE;FOLINATE DE CALCIUM
GENTALLINE;GENTAMICINE
GLIPHARM;GLIBENCLAMIDE
GLIPHARM;GLIBENCLAMIDE
ACIDE DEXTROSE D1 EM D1;CONCENTRE POUR HEMODIALYSE
BICARBONATE SLF273;CONCENTRE POUR HEMODIALYSE
BIODROXIL;CEFADROXIL
TRIFAX IM;CEFTRIAXONE
PENTASA;MESALAZINE
FLIXOTIDE DISKUS;FLUTICASONE
RIACEN;PIROXICAM
GENTAMICINE LLORENTE;GENTAMICINE
AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN;AMOXICILLINE / ACIDE CLAVULANIQUE
AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN;AMOXICILLINE / ACIDE CLAVULANIQUE
XEDILOL;CARVEDILOL
METHOTREXATE BELLON (H);METHOTREXATE
AIRTAL;ACECLOFENAC
CHEMOSET 2MG/ML;ONDANSETRON
TIAZEM;DILTIAZEM
SIMVASTATINE GT;SIMVASTATINE
SIMVASTATINE GT;SIMVASTATINE
CLADIA;CLARITHROMYCINE
ACETATE SLF 437;CONCENTRE POUR HEMODIALYSE
FER UCB;FER
DISPAMOX;AMOXICILLINE
DIPICOR;AMLODIPINE
FLUGIZOL;FLUCONAZOLE
NOFEBRIL;PARACETAMOL
SKINOSONE NEOMYCINE;BETAMETHASONE / NEOMYCINE
KETOFLEX;KETOPROFENE
SEPTIL;POLYVIDONE IODEE
PRAVATOR;PRAVASTATINE
LANZOR;LANSOPRAZOLE
MUCICLAR ENFANT NOURRISSON;CARBOCYSTEINE
ORELOX;CEFPODOXIME
NOOTROPYL;PIRACETAM
FLOXAM;FLUCLOXACILLINE
ULTIVA 2 MG;REMIFENTANIL
ULTIVA 2 MG;REMIFENTANIL
MODECATE;FLUPHENAZINE
DOLIPRANE;PARACETAMOL
LYRICA;PREGABALIN
SERTRALINE GT 100 MG;SERTRALINE
SERTRALINE GT 100 MG;SERTRALINE
MAZAX 400 MG;AZITHROMYCINE
PUREGON;FOLLITROPINE BETA
GLYSET;GLIMEPIRIDE
SICCAFLUID;CARBOMERE 474 P
SICCAFLUID;CARBOMERE 474 P
POTASSIUM CHLORURE;CHLORURE DE POTASSIUM
SILDENAFIL WIN 100 MG;SILDENAFIL
AZANTAC;RANITIDINE
DELFAMOL;DIOXYDE DE TITANE / OXYDE DE ZINC
CANESTEN;CLOTRIMAZOLE
TENORETIC;ATENOLOL / CHLORTALIDONE
ERLUS 5 MG;DESLORATADINE
AMLODIPINE GT;AMLODIPINE
AMLODIPINE GT;AMLODIPINE
VOLUVEN;HYDROXYLETHYLAMIDON / CHLORURE DE SODIUM
NEALGYL;PHLOROGLUCINOL
CURAM;AMOXICILLINE / ACIDE CLAVULANIQUE
CURAM;AMOXICILLINE / ACIDE CLAVULANIQUE
TAZOCILLINE;PIPERACILLINE / TAZOBACTAM
FLUMYK;FLUCONAZOLE
LOVENOX;ENOXAPARINE
RONIC;DEXAMETHASONE
STARPEN;PHENOXYMETHYLPENICILLINE BENZATHINE
RIFODERM;RIFAMYCINE / PREDNISOLONE
PNEUMOCCID;AMOXICILLINE
KERLONE;BETAXOLOL
SOLUGEL;PEROXYDE DE BENZOYLE
EFICAL;CALCIUM
MAALOX;HYDROXYDE D'ALUMINIUM / HYDROXYDE DE MAGNESIUM
DICLOBERL;DICLOFENAC
CARDINOR;CARVEDILOL
CARDINOR;CARVEDILOL
ANTI-SPA 200 MG;MEBEVERINE
VALIUM;DIAZEPAM
REBIF 44  G;INTERFERON BETA-1A
REBIF 44  G;INTERFERON BETA-1A
VIGOREX;SILDENAFIL
TANAKAN;EXTRAIT DE GINKGO BILOBA
DIOVENOR;DIOSMINE
OCTANATE 100 UI/ML;FACTEUR VIII
JOSACINE;JOSAMYCINE
SCANDICAINE 2 % NORADRENALINE;MEPIVACAINE
XERIUM 20 MG;PAROXETINE
CALCIUM SANDOZ;CALCIUM
TAMIK;DIHYDROERGOTAMINE
MELOXICAM GT;MELOXICAM
MELOXICAM GT;MELOXICAM
PERFALGAN 10 MG/ML ADULTE;PARACETAMOL
CITROSYL;ALKYLDIAMINOETHYLGLYCINE
SOPROL;BISOPROLOL
AMLODIPINE GT;AMLODIPINE
AMLODIPINE GT;AMLODIPINE
ALPRAZ;ALPRAZOLAM
METHOTREXATE MYLAN 100MG/ML;METHOTREXATE
METHOTREXATE MYLAN 100MG/ML;METHOTREXATE
DILATOR;SALBUTAMOL
IBUPHIL;IBUPROFENE
FLONOX;CIPROFLOXACINE
INDOLAN;INDOMETACINE
MICARDIS;TELMISARTAN
MICARDIS;TELMISARTAN
GYNO CANESTEN;CLOTRIMAZOLE
PRAVATOR;PRAVASTATINE
THIOBACTIN;THIAMPHENICOL
DOLIPRANE;PARACETAMOL
ZANTAC;RANITIDINE
ARIXTRA 10 MG/0.8 ML;FONDAPARINUX SODIQUE
GEMCITABINE HOSPIRA 200 MG;GEMCITABINE
NAVELBINE;VINORELBINE
BREXIN;PIROXICAM BETA CYCLODEXTRINE
METROZAL;METRONIDAZOLE
BLUCIN;BLEOMYCINE
HYDROSOL POLYVITAMINE;MULTIPLE
DULTAVAX;VACCIN D.T.P
CLADIA;CLARITHROMYCINE
TRIATEC;RAMIPRIL
BRONCHOKOD;CARBOCYSTEINE
NEOTIGASON;ACITRETINE
AZIX 1500 MG;AZITHROMYCINE
TRICEF IM;CEFTRIAXONE
VITA C 1000;ACIDE ASCORBIQUE (VITAMINE C)
VENTOLINE;SALBUTAMOL
DI-INDO;INDOMETACINE
PROCLOR;OMEPRAZOLE
PROCLOR;OMEPRAZOLE
DIPROSONE;BETAMETHASONE
TOMUDEX;RALTITREXED
FLOXAM;FLUCLOXACILLINE
NOVANTRONE;MITOXANTRONE
TETANEA;IMMUNOGLOBULINE TETANIQUE EQUINE
FLOTRAL;ALFUZOSINE
PROLIFEN;CLOMIFENE
PRAVATOR;PRAVASTATINE
TANZAAR 100;LOSARTAN
COCCULINE;SOUCHE HOMEOPATHIQUE
BRICANYL;TERBUTALINE
SUFENTA;SUFENTANIL
IDARAC;FLOCTAFENINE
IDARAC;FLOCTAFENINE
MEDROL;METHYLPREDNISOLONE
GLUCOSE 5% LAPROPHAN;GLUCOSE
ISOLONE;PREDNISOLONE
ERCEFURYL;NIFUROXAZIDE
ARAVA;LEFLUNOMIDE
IRINOTECAN;IRINOTECAN
ASTAPH;FLUCLOXACILLINE
NO-SPA;DROTAVERINE
METHYLPREDNISOLONE MYLAN;METHYLPREDNISOLONE
SODIUM CHLORURE PROMOPHARM;CHLORURE DE SODIUM
NAVELBINE;VINORELBINE
LINCOCINE;LINCOMYCINE
ATARAX;HYDROXYZINE
SILDENAFIL WIN 100 MG;SILDENAFIL
TRICEF IV;CEFTRIAXONE
OTRIVINE;XYLOMETAZOLINE
ZECLAR;CLARITHROMYCINE
TRIAXON 500 MG I.V.;CEFTRIAXONE
COLTRAMYL;THIOCOLCHICOSIDE
FLOXIMAT;OFLOXACINE
FLUCAZOL;FLUCONAZOLE
AVLOCARDYL;PROPRANOLOL
THIOBACTIN;THIAMPHENICOL
PAXEL;PACLITAXEL
RHINOFLUIMUCIL;ACETYLCYSTEINE / SULFATE DE TUAMINOHEPTANE
VALIUM;DIAZEPAM
REVOCIR;ACICLOVIR
THEOSTAT LP;THEOPHYLLINE
AIRCORT;BECLOMETASONE
AZITHRIX;AZITHROMYCINE
CARBOPLATINE AGUETTANT 150 MG;CARBOPLATINE
INDOPHARM;INDOMETACINE
OMEGEN;OMEPRAZOLE
FLOCIP;CIPROFLOXACINE
GINKOR FORT;EXTRAIT DE GINKGO BILOBA / HEPTAMINOL / TROXERUTINE
GENTAMEN 80;GENTAMICINE
PHENERGAN;PROMETHAZINE
NUPENTIN;GABAPENTINE
ACTEMRA 400MG/20ML;TOCILIZUMAB
CLARTEC;LORATADINE
ALVOGYL;IODOFORME
CLAVULIN;AMOXICILLINE / ACIDE CLAVULANIQUE
EXFORGE 5 MG/80 MG;AMLODIPINE / VALSARTAN
EXFORGE 5 MG/80 MG;AMLODIPINE / VALSARTAN
GEPRID;GLIMEPIRIDE
GEPRID;GLIMEPIRIDE
SPECTRUM 250;CIPROFLOXACINE
CINET;DOMPERIDONE
AMLODIPINE WIN;AMLODIPINE
GEPRID;GLIMEPIRIDE
GEPRID;GLIMEPIRIDE
SK-F 203;CONCENTRE POUR HEMODIALYSE
TADENAN;PYGEUM AFRICANUM
MYANTALGIC;TRAMADOL / PARACETAMOL
MYANTALGIC;TRAMADOL / PARACETAMOL
SODIUM CHLORURE PROMOPHARM;CHLORURE DE SODIUM
ZANOCIN OD 400MG;OFLOXACINE
POTEX;EPOETINE ALFA
NETROMICINE;NETILMICINE
ARCOXIA;ETORICOXIB
TAREG;VALSARTAN
ZOFRAN;ONDANSETRON
XENID;DICLOFENAC
PEGASYS;INTERFERON ALFA-2A PEGYLE
CEFTRIAXONE MYLAN;CEFTRIAXONE
CINET;DOMPERIDONE
HIBOR 3500 UI ANTI XA;BEMIPARINE
APAISYL;ISOTHIPENDYL
LOPRESSOR RETARD;METOPROLOL
VAXIGRIP;VACCIN ANTIGRIPPAL
SYNNAX;LAMOTRIGINE
SYNNAX;LAMOTRIGINE
NAVELBINE;VINORELBINE
GALVUS 50 MG;VILDAGLIPTINE
CRISTAL AD;GLYCERINE
VINCRISTINE;VINCRISTINE
RHINATHIOL ADULTES EXPECTORANT;CARBOCYSTEINE
ROCEPHIN IV;CEFTRIAXONE
TONOCALCIN;SALCATONINE
LARGACTIL;CHLORPROMAZINE
ONIFINE 1%;TERBINAFINE
STARZOL;FLUCONAZOLE
SANDOSTATINE *;OCTREOTIDE
VIAGRA;SILDENAFIL
AGRASTAT 250 MICROGRAMMES/ML;TIROFIBAN
AUGMENTIN;AMOXICILLINE / ACIDE CLAVULANIQUE
LOSARTAN /HCTZ GT;LOSARTAN / HYDROCHLOROTHIAZIDE
COLTRAX;THIOCOLCHICOSIDE
ANGINIB;LOSARTAN
ANTI-HEMORRO DAIRE SUPPOSITOIRES;BENZOCAINE / ESCULOSIDE
TUNELUZ;FLUOXETINE
AMILO;AMLODIPINE
KETUM;KETOPROFENE
GINKOR PROCTO;EXTRAIT DE GINKGO BILOBA / HEPTAMINOL
NEXAVAR;SORAFENIB
NEXAVAR;SORAFENIB
ASTAPH;FLUCLOXACILLINE
ZOLOFT;SERTRALINE
ZINNAT;CEFUROXIME
BACTOX;AMOXICILLINE
GLURENOR;GLIQUIDONE
GENFLU;OSELTAMIVIR
GENFLU;OSELTAMIVIR
ZINSKIN;SULFATE DE ZINC
MEDIBRONC ADULTE;CARBOCYSTEINE
LAEVOLAC;LACTULOSE
DELAKET;DELAPRIL
DELAKET;DELAPRIL
ASPEGIC NOUR;ACIDE ACETYLSALICYLIQUE
VICTRELIS 200 MG;BOCEPREVIR
METAGLIZ;METOCLOPRAMIDE
NIFEGEN;NIFEDIPINE
ORAGIN;SPIRAMYCINE / METRONIDAZOLE
DAZEN;SERRAPEPTASE
AMLODIPINE WIN;AMLODIPINE
NICOPATCH;NICOTINE
ANTISTAPH / PENISTAPH;FLUCLOXACILLINE
TRIAXON;CEFTRIAXONE
SUPRIMASE;FLUCONAZOLE
HUMIRA 40MG;ADALIMUMAB
HIBOR 2500 UI ANTI XA;BEMIPARINE
CHIBROXINE;NORFLOXACINE
PAROXETINE WIN;PAROXETINE
BIOTIC PLUS;AMOXICILLINE / ACIDE CLAVULANIQUE
FEBREX ADULTE;PHENIRAMINE MALEATE / PARACETAMOL / ACIDE ASCORBIQUE
FLUPEN 125 MG/5 ML;FLUCLOXACILLINE
ACLAV;AMOXICILLINE / ACIDE CLAVULANIQUE
RHESONATIV 625 UI/ML;IMMUNOGLOBULINES HUMAINES ANTI-D
SPIRAZOLE;SPIRAMYCINE / METRONIDAZOLE
MAXILASE;ALFA-AMYLASE
ACETATE SLF153;CONCENTRE POUR HEMODIALYSE
TRIXAZOL FORT;SULFAMETHOXAZOLE / TRIMETHOPRIME
RHUFENE RHUME;IBUPROFENE / PSEUDOEPHEDRINE
RHUFENE RHUME;IBUPROFENE / PSEUDOEPHEDRINE
GLIMEWIN;GLIMEPIRIDE
GLIMEWIN;GLIMEPIRIDE
REMOX;PIROXICAM
DECAPEPTYL;TRIPTORELINE
TAZOCILLINE;PIPERACILLINE / TAZOBACTAM
NORMACOL;GOMME DE STERCULIA
STRATTERA 40 MG;ATOMOXETINE
FRAXODI;NADROPARINE
MENPOVAX A+C VACCIN MENINGOCOCCIQUE;VACCIN ANTIMENINGOCOCCIQUE A ET C
AZOLE;ALBENDAZOLE
ZEPAM;BROMAZEPAM
STREPTOPHARMA;STREPTOMYCINE
FONGICAN 50 MG;FLUCONAZOLE
ARACTINE;CYPROHEPTADINE
DOPAMINE PIERRE FABRE;DOPAMINE
ANCINE PLUS 50MG/12.5MG;LOSARTAN / HYDROCHLOROTHIAZIDE
AVANDAMET;ROSIGLITAZONE / METFORMINE
AVANDAMET;ROSIGLITAZONE / METFORMINE
COAPROVEL;IRBESARTAN / HYDROCHLOROTHIAZIDE
CERVARIX;PROTEINE L1 DE PAPILLOMAVIRUS HUMAIN DE TYPE 16 ET 18
CERVARIX;PROTEINE L1 DE PAPILLOMAVIRUS HUMAIN DE TYPE 16 ET 18
S-CITAP 20 MG;ESCITALOPRAM
CORVASAL;MOLSIDOMINE
IXOR;OMEPRAZOLE
ARCOXIA;ETORICOXIB
RADIOSELECTAN URINAIRE;AMIDOTRIZOATE DE MEGLUMINE ET DE SODIUM
EPREX 10000 UI/ML;EPOETINE ALFA
BULMOL;SALBUTAMOL
PANOXYL;PEROXYDE DE BENZOYLE
MADECASSOL;CENTELLA ASIATICA
MORPHINE SOTHEMA 30MG/ML;MORPHINE
ZYRDOL 125 MG/5ML;METRONIDAZOLE
RISPERDALCONSTA LP 25MG/2ML;RISPERIDONE
NORDITROPINE NORDILET;SOMATROPINE
STATICOL;SIMVASTATINE
QLAIRA;VALERATE D'ESTRADIOL / DIENOGEST
TROPHIRES ENFANTS;PHOLCODINE / TENOATE DE SODIUM
ALFACEFAL 500 MG;CEFACLOR
BUTAZOLIDINE;PHENYLBUTAZONE
ANDROCUR;CYPROTERONE
THERALENE PEC. BB;ALIMEMAZINE
OPTICILLINE;AMPICILLINE
DIPROSEPT;BETAMETHASONE
DIPROSONE NEO;BETAMETHASONE / NEOMYCINE
TETRAMIL;TETRAHYDROZOLINE
ZOLTAN;SILDENAFIL
CEBEMYXINE POMMADE;NEOMYCINE / POLYMYXINE B
EM 107 ACIDE;CONCENTRE POUR HEMODIALYSE
CALPOL;PARACETAMOL
ROCEPHIN IM;CEFTRIAXONE
CHEMOSET;ONDANSETRON
BARACLUDE;ENTECAVIR
NOCAND 150 MG;FLUCONAZOLE
BACQURE;IMIPENEME / CILASTATINE
BAITANET G;POLYVIDONE IODEE
LIPOSIC 0.2 %;CARBOMERE 980
BIOGAZE GM;NIAOULI / THYM
RAMIPRIL/HCTZ GT;RAMIPRIL / HYDROCHLOROTHIAZIDE
COMBANTRIN;PYRANTEL
NEBILET;NEBIVOLOL
FULCINE;GRISEOFULVINE
YRANICID ARSENICAL PATE;EPHEDRINE
GENTAGAM 160;GENTAMICINE
MOTI LYO;DOMPERIDONE
MOTI LYO;DOMPERIDONE
OFLUREX;OFLOXACINE
DINEX;DIDANOSINE
BACTALL;CIPROFLOXACINE
METHOTREXATE BELLON;METHOTREXATE
OMEGEN;OMEPRAZOLE
LOMET;LANSOPRAZOLE
AZANTAC;RANITIDINE
VENOFER 100 MG/5ML;FER
DIFAL;DICLOFENAC
LEVAMOX;AMOXICILLINE / ACIDE CLAVULANIQUE
KAYEXALATE;POLYSTYRENE SULFONATE DE SODIUM
BACTOX;AMOXICILLINE
OPTICILLINE;AMPICILLINE
CUTISAN;TRICLOCARBAN
STRESAM;ETIFOXINE
MAXICLAV;AMOXICILLINE / ACIDE CLAVULANIQUE
SODIUM CHLORURE PROMOPHARM;CHLORURE DE SODIUM
FONGICAN 150 MG;FLUCONAZOLE
LAEVOLAC;LACTULOSE
AMOVAS;AMLODIPINE
ACIDE SLF310;CONCENTRE POUR HEMODIALYSE
COLPRONE;MEDROGESTONE
DI-INDO;INDOMETACINE
ARANESP 100  G;DARBEPOETIN ALFA
ARANESP 100  G;DARBEPOETIN ALFA
RETROVIR;ZIDOVUDINE
TRETACNE;ISOTRETINOINE
INSULET NPH;INSULINE HUMAINE
STARZOL;FLUCONAZOLE
FLOXAM;FLUCLOXACILLINE
NOVOCLIN;AMOXICILLINE / ACIDE CLAVULANIQUE
ERACID;CLARITHROMYCINE
ALGANTIL;IBUPROFENE
AVIRO-Z;ZIDOVUDINE
AVIRO-Z;ZIDOVUDINE
VIGOREX;SILDENAFIL
CEROXIM;CEFUROXIME
PRAZOL;OMEPRAZOLE
ANTINAL;NIFUROXAZIDE
CIPROFLOXACINE WIN 500 MG;CIPROFLOXACINE
CIPROFLOXACINE WIN 500 MG;CIPROFLOXACINE
ZOLTAN;SILDENAFIL
SECTRAL;ACEBUTOLOL
TIENAM;IMIPENEME / CILASTATINE
NEOMOX;AMOXICILLINE
AGLIM 4 MG;GLIMEPIRIDE
BISMULOXANE;METHYLPOLYSILOXANE
METHYLPREDNISOLONE MYLAN;METHYLPREDNISOLONE
XENID;DICLOFENAC
ALLERGINE;LORATADINE
MIRCERA 100 G/0.3 ML;EPOETINE BETA
ODIA;GLIMEPIRIDE
FIBROCARD LP;VERAPAMIL
RECOFOL;PROPOFOL
GLUCOR;ACARBOSE
AMODEX;AMOXICILLINE
PENICILLINE G SODIQUE PHARMA;BENZYLPENICILLINE
ACNO 20 MG;ISOTRETINOINE
TANZAAR 50;LOSARTAN
ALFATIL;CEFACLOR
ALFATIL;CEFACLOR
PROFENID;KETOPROFENE
CUTACNYL;PEROXYDE DE BENZOYLE
ZINNAT;CEFUROXIME
RAMIPRIL WIN;RAMIPRIL
TIMOLOL-POS;TIMOLOL
REMOX;PIROXICAM
BROMAX;AMBROXOL
SILDENAFIL WIN 50 MG;SILDENAFIL
AERIUS;DESLORATADINE
GEPRID;GLIMEPIRIDE
GEPRID;GLIMEPIRIDE
FLONOX;CIPROFLOXACINE
FLONOX;CIPROFLOXACINE
PYRALVEX;RHUBARBE EXTRAIT SEC / ACIDE SALICYLIQUE
CLEREGIL AD;ACEGLUMATE DE DEANOL
ASAFARM;ACIDE ACETYLSALICYLIQUE
CETOLERG;CETIRIZINE
PANSORAL;SALISYLATE DE CHOLINE / CHLORURE DE CETALKONIUM
MONOZECLAR 500 MG;CLARITHROMYCINE
MONOZECLAR 500 MG;CLARITHROMYCINE
TUSSIPHAN;CHLORPHENOXAMINE / SULFOGAICOLE
OCTANATE 50 UI/ML;FACTEUR VIII
HIPERDINE;NITRENDIPINE
SINGULAIR;MONTELUKAST
ACLAV;AMOXICILLINE / ACIDE CLAVULANIQUE
TENSIOTEC;RAMIPRIL
ARICEPT;DONEPEZIL
VASCOR LM;TRIMETAZIDINE
VASCOR LM;TRIMETAZIDINE
ALGANTIL;IBUPROFENE
PRIMPERAN;METOCLOPRAMIDE
PRIMPERAN;METOCLOPRAMIDE
GASTROGRAFINE 370 MG D'IODE/ML;AMIDOTRIZOATE DE SODIUM / AMIDOTRIZOATE DE MEGLUMINE
GEPRID;GLIMEPIRIDE
GEPRID;GLIMEPIRIDE
MACROMAX;AZITHROMYCINE
RAMIPRIL WIN;RAMIPRIL
CANAFLUCAN;FLUCONAZOLE
CANAFLUCAN;FLUCONAZOLE
LIFONGID 250MG;TERBINAFINE
LIFONGID 250MG;TERBINAFINE
IMATINIB COOPER;IMATINIB
IMATINIB COOPER;IMATINIB
ICAZ LP;ISRADIPINE
TERBINAFINE GT;TERBINAFINE
TERBINAFINE GT;TERBINAFINE
INALER;SALBUTAMOL
TERPONE;TERPINE
LAMISIL;TERBINAFINE
ACLAV;AMOXICILLINE / ACIDE CLAVULANIQUE
CLARITYNE;LORATADINE
PHARMAFLAM RETARD;DICLOFENAC
APETINE;CYPROHEPTADINE
ROVAMYCINE;SPIRAMYCINE
RELPAX;ELETRIPTAN
DOLIPRANE;PARACETAMOL
FURILAN;FUROSEMIDE
ERYSOL;ERYTHROMYCINE
ALFAMOX;AMOXICILLINE
ALFAMOX;AMOXICILLINE
CIPRO LP 1 G;CIPROFLOXACINE
VALPAKINE 200 MG/ML;VALPROATE DE SODIUM
DIPICOR;AMLODIPINE
XENETIX 300;IOBITRIDOL
MERCRYL;CHLORURE DE BENZALKONIUM / DIGLUCONATE DE CHLORHEXIDINE
LYRICA;PREGABALIN
CORALAN;IVABRADINE
HUMEX MAL DE GORGE MIEL CITRON 20 MG;BICLOTYMOL
PENICILLINE G 1 MEG;BENZYLPENICILLINE
PARLODEL;BROMOCRIPTINE
ZITHROMAX;AZITHROMYCINE
PRAXILENE 200;NAFTIDROFURYL
MACROMAX;AZITHROMYCINE
ROZEX;METRONIDAZOLE
EQUORAL;CICLOSPORINE
NURABOL;CYPROHEPTADINE
ACTAPULGITE;ATTAPULGITE DE MORMOIRON ACTIVEE
SEROPLEX;ESCITALOPRAM
SEROPLEX;ESCITALOPRAM
CLAMOXYL;AMOXICILLINE
DYNASTAT;PARECOXIB
EPREX 4000 UI/ML;EPOETINE ALFA
GLYCAN 850 RETARD;METFORMINE
LORACTYNE;LORATADINE
XENID;DICLOFENAC
NEOMOX;AMOXICILLINE
CETAMYL;PARACETAMOL
POSICYCLINE;OXYTETRACYCLINE
LOVENOX;ENOXAPARINE
SINGULAIR;MONTELUKAST
PHENERGAN;PROMETHAZINE
GIROFLOX;CIPROFLOXACINE
RAMIPRIL WIN;RAMIPRIL
RAMIPRIL WIN;RAMIPRIL
ARGININE VEYRON;ARGININE
LESCOL LP;FLUVASTATINE
SANDIMMUN;CICLOSPORINE
TOPIRAMATE GT 25 MG;TOPIRAMATE
CEFTRIAXONE MYLAN;CEFTRIAXONE
OMIZ 20 MG;OMEPRAZOLE
DUXIL;ALMITRINE / RAUBASINE
GENTAMEN 120;GENTAMICINE
